0,1,2,3,4,5,6,7,8,9
34,10,40,1,15,0,8,0,1,5
23,9,40,1,0,5,13,3,0,5
56,9,50,1,0,0,8,0,1,15
30,13,45,1,5,5,14,3,1,35
45,9,55,1,0,0,7,0,1,5
48,6,40,1,11,0,9,0,0,5
48,14,50,5,2,3,11,4,1,34
31,11,40,1,6,5,9,0,0,5
27,10,40,1,15,5,11,0,1,5
32,9,40,1,0,5,8,3,0,5
76,4,2,2,1,2,4,0,1,5
37,9,75,1,0,5,8,0,1,5
34,9,30,1,0,4,6,3,0,5
34,7,8,2,3,0,4,0,0,5
90,9,40,1,0,5,8,0,0,5
23,10,40,1,15,5,13,3,0,5
43,10,40,1,15,4,9,0,0,5
24,10,37,1,15,5,10,0,0,5
28,15,55,1,4,4,14,0,1,5
64,12,20,2,8,5,4,0,0,5
23,10,40,1,15,0,8,0,1,5
20,10,50,1,15,5,11,0,0,5
61,9,40,1,0,0,13,0,1,5
53,13,40,8,5,0,11,0,1,30
52,10,55,8,15,0,11,0,1,5
38,10,40,1,15,4,5,0,1,6
32,13,40,1,5,0,11,0,1,5
30,8,75,8,9,0,2,0,1,5
41,11,40,1,6,4,5,0,0,5
45,9,47,1,0,0,5,0,1,5
43,9,35,8,0,0,7,0,1,5
54,9,32,1,0,0,8,0,1,23
34,12,40,1,8,6,8,0,0,5
49,10,80,1,15,0,11,0,1,5
38,10,40,1,15,5,8,0,1,5
36,8,40,1,9,0,2,0,1,5
30,13,50,1,5,0,7,0,1,5
36,12,60,1,8,4,10,0,0,5
22,13,20,7,5,5,14,0,0,5
37,9,50,1,0,0,5,0,1,5
17,7,15,1,3,5,9,0,1,5
19,10,20,8,15,5,5,0,1,5
22,13,50,1,5,5,11,4,1,13
49,9,40,1,0,0,5,0,1,5
43,11,40,4,6,0,14,0,0,5
43,13,40,1,5,6,14,0,0,5
19,9,35,7,0,4,7,0,0,5
58,9,60,8,0,0,12,0,1,5
41,10,40,7,15,0,1,0,1,5
31,10,40,1,15,0,9,0,1,5
30,11,40,1,6,0,2,0,1,5
32,9,40,1,0,0,1,0,1,5
29,13,35,1,5,5,7,0,1,5
38,9,28,1,0,4,5,0,1,5
41,12,40,6,8,0,14,0,1,5
44,13,50,8,5,5,11,0,1,5
31,16,60,1,12,3,14,4,1,38
34,9,40,1,0,4,5,0,1,5
21,10,40,1,15,5,9,0,1,5
22,13,20,8,5,5,14,4,1,34
62,6,40,1,11,0,13,0,1,5
19,9,40,2,0,5,4,0,0,5
43,10,40,1,15,4,14,0,0,5
68,4,8,2,1,0,4,0,1,5
45,13,60,5,5,0,13,0,1,5
41,13,50,1,5,0,7,3,1,5
34,12,25,8,8,0,14,0,0,5
34,9,33,7,0,4,9,0,0,5
31,13,47,1,5,5,14,0,1,5
29,9,25,1,0,5,3,0,1,5
41,11,55,1,6,0,2,0,1,5
35,14,45,5,2,0,11,0,1,23
33,13,45,1,5,0,11,0,0,5
37,13,38,4,5,5,9,0,1,5
69,9,40,1,0,0,11,0,0,5
34,9,40,1,0,4,3,0,0,5
36,10,40,1,15,0,5,0,1,5
41,9,50,1,0,0,2,0,1,5
58,13,40,7,5,0,14,0,0,5
53,13,40,1,5,0,14,4,1,14
29,10,40,1,15,0,10,0,1,5
34,10,38,4,15,0,7,0,1,5
36,13,40,1,5,0,10,0,1,5
48,10,35,1,15,4,8,3,0,5
20,11,40,1,6,5,9,0,0,5
35,9,50,1,0,0,2,0,1,5
63,9,40,6,0,2,3,3,1,5
41,10,45,8,15,4,8,0,1,5
28,13,45,1,5,0,14,0,1,5
30,10,40,1,15,5,13,3,0,5
34,9,40,2,0,4,4,0,0,5
31,9,40,1,0,5,8,0,0,23
37,11,38,1,6,5,9,0,0,5
42,10,40,2,15,4,4,0,1,5
31,10,50,1,15,0,7,0,1,17
46,14,45,8,2,0,7,0,1,5
35,9,60,6,0,0,9,3,1,5
27,9,53,1,0,0,5,0,1,5
41,2,35,1,14,0,5,0,1,23
19,10,20,1,15,5,8,0,0,5
20,10,45,1,15,5,11,0,1,5
59,9,40,6,0,2,11,0,0,18
40,13,37,1,5,5,8,0,1,5
56,10,60,8,15,0,11,0,1,5
30,10,60,5,15,5,7,0,0,5
46,9,50,1,0,0,13,0,1,5
61,9,35,5,0,0,7,0,1,5
25,9,30,1,0,5,8,0,1,5
40,10,39,1,15,4,9,0,0,5
24,10,40,2,15,5,4,0,1,35
51,9,54,1,0,0,5,0,1,5
43,9,40,4,0,0,1,0,1,5
34,10,54,1,15,0,12,0,1,23
46,9,45,1,0,0,7,0,1,5
28,14,50,4,2,0,14,0,0,5
26,13,40,1,5,5,2,4,1,35
20,9,28,1,0,5,3,0,1,5
51,9,40,1,0,2,2,0,1,5
33,13,60,1,5,0,11,0,1,5
54,12,40,1,8,0,10,0,1,5
33,9,40,1,0,4,9,3,0,5
22,10,8,2,15,5,4,0,0,5
88,15,40,8,4,0,14,0,1,5
40,9,40,1,0,4,2,0,1,5
51,9,43,1,0,4,9,0,0,5
50,7,40,1,3,4,8,3,0,5
25,14,99,1,2,0,12,0,1,5
20,11,30,1,6,5,8,0,1,5
47,9,40,1,0,0,8,0,1,5
58,10,40,2,15,0,4,0,1,5
22,11,30,1,6,5,9,0,0,5
50,9,48,4,0,0,14,0,1,5
47,9,40,1,0,5,9,0,0,5
24,7,45,7,3,5,8,4,1,5
50,9,40,2,0,0,4,0,1,5
40,13,45,1,5,4,7,0,0,5
36,13,40,1,5,0,14,0,1,5
32,9,40,1,0,0,9,0,1,5
44,9,40,1,0,0,5,0,1,5
51,14,40,2,2,0,4,0,1,5
59,10,40,6,15,5,7,3,0,5
65,9,30,1,0,0,5,0,1,5
24,13,65,4,5,5,9,0,0,5
27,13,35,7,5,5,14,0,1,5
51,11,40,1,6,4,8,0,1,5
48,10,40,1,15,0,5,0,1,5
39,9,60,1,0,0,2,0,1,5
28,13,40,1,5,0,10,0,1,5
19,10,25,1,15,5,8,0,0,5
49,13,40,7,5,4,14,3,0,5
51,12,60,7,8,0,14,0,1,5
59,14,55,1,2,0,14,0,1,5
18,9,40,1,0,5,13,0,0,28
45,9,80,6,0,0,9,3,1,5
30,13,50,7,5,0,14,0,1,5
37,13,35,1,5,4,5,0,1,5
44,13,40,1,5,5,8,0,1,5
33,10,40,1,15,0,5,3,1,5
61,14,40,5,2,0,11,0,1,5
61,9,40,7,0,0,1,0,1,5
38,13,42,1,5,0,11,0,1,5
22,10,30,2,15,5,4,0,1,5
36,9,45,1,0,0,13,0,1,5
37,10,62,1,15,6,9,0,1,5
31,10,20,1,15,4,5,0,0,5
20,10,16,1,15,5,8,0,1,5
63,13,40,2,5,2,4,0,0,5
33,9,41,2,0,4,4,4,0,38
38,15,40,1,4,0,14,0,1,5
45,9,40,8,0,0,5,0,1,5
48,9,40,1,0,0,5,0,1,5
53,10,40,1,15,0,5,0,1,5
55,9,40,1,0,2,9,0,0,5
38,14,72,1,2,0,2,0,1,35
29,9,40,1,0,5,9,0,0,5
36,13,60,1,5,0,14,0,1,5
42,10,60,8,15,0,12,0,1,5
50,9,40,1,0,4,9,0,0,19
75,15,35,8,4,0,14,0,1,5
52,9,40,6,0,4,9,0,0,5
27,13,40,1,5,5,9,0,0,5
43,9,45,1,0,0,5,0,1,5
31,7,42,1,3,6,8,3,0,5
23,10,30,1,15,5,11,0,0,5
34,9,24,1,0,5,11,0,0,5
41,9,40,8,0,0,11,0,0,40
31,9,30,1,0,5,8,0,0,5
42,10,40,1,15,5,9,0,0,5
35,14,45,1,2,5,14,0,1,5
55,9,25,1,0,6,9,0,0,5
36,9,40,4,0,2,7,0,0,5
65,9,59,8,0,0,7,0,1,5
38,10,12,7,15,5,8,0,1,5
62,10,20,1,15,2,8,0,0,5
49,9,40,1,0,4,9,0,1,5
34,9,40,1,0,0,9,0,0,5
32,9,40,1,0,5,3,0,0,5
48,10,60,8,15,0,7,0,1,5
30,9,40,1,0,0,9,0,1,35
52,9,43,6,0,4,9,0,0,5
29,9,40,1,0,0,5,4,1,5
38,13,50,1,5,5,9,0,0,5
57,9,50,1,0,0,11,0,1,5
43,13,40,6,5,0,14,0,1,5
37,10,40,4,15,6,9,0,1,5
30,9,40,1,0,0,5,0,1,5
53,9,48,1,0,0,2,0,1,5
69,11,1,2,6,2,4,0,0,5
73,9,37,1,0,2,8,0,0,5
22,10,35,5,15,5,5,0,1,5
31,9,45,1,0,5,11,0,0,5
50,10,35,8,15,0,5,0,1,5
37,10,37,1,15,0,9,0,1,5
44,13,40,7,5,4,1,0,1,5
47,13,45,1,5,5,7,3,0,5
27,10,40,1,15,0,8,0,1,5
28,12,80,1,8,5,8,0,0,5
25,9,40,1,0,5,10,3,0,5
20,10,40,1,15,5,8,0,0,5
51,13,40,7,5,0,9,0,1,5
47,9,35,1,0,0,2,0,1,5
42,9,40,1,0,0,11,0,1,5
42,12,40,6,8,4,14,4,0,41
65,9,40,2,0,0,4,0,1,5
21,10,10,1,15,5,12,3,1,5
46,10,40,1,15,0,2,0,1,5
57,6,40,1,11,0,8,0,1,5
37,13,45,1,5,5,7,0,1,5
50,9,40,1,0,0,5,0,1,5
58,8,40,2,9,0,4,0,1,5
63,2,30,8,14,2,8,0,0,3
39,9,65,1,0,0,2,0,1,5
46,14,35,1,2,0,14,3,1,5
36,9,40,1,0,0,3,0,1,5
21,10,57,1,15,5,8,0,1,5
41,12,40,1,8,0,10,0,1,5
44,10,40,7,15,5,8,3,1,5
22,9,40,1,0,0,5,0,1,5
29,10,60,6,15,5,0,3,1,5
29,9,40,1,0,5,8,3,0,14
58,10,40,5,15,0,2,0,0,5
36,15,50,8,4,0,14,0,1,5
30,11,48,1,6,0,7,0,1,5
37,13,43,1,5,0,13,0,1,5
29,11,40,1,6,5,13,0,1,5
26,3,40,1,10,5,9,0,0,23
43,9,45,1,0,0,11,0,1,5
49,9,40,1,0,0,5,0,0,5
45,13,40,6,5,0,7,0,1,5
28,13,40,1,5,5,14,0,0,5
20,10,25,2,15,5,4,0,0,5
51,9,40,1,0,4,9,0,0,5
32,10,50,1,15,0,3,0,1,30
24,9,40,1,0,5,13,0,0,5
35,12,55,2,8,5,4,0,1,5
41,13,40,4,5,0,14,0,1,5
48,13,45,1,5,0,5,0,1,5
20,10,30,1,15,5,9,0,1,5
27,9,50,1,0,5,11,0,1,5
55,10,24,1,15,0,2,0,1,5
39,9,40,1,0,0,9,0,1,5
17,6,20,2,11,5,4,0,1,5
47,9,40,1,0,0,3,0,1,35
52,9,40,1,0,2,8,4,0,34
24,9,20,1,0,5,11,3,0,5
29,7,40,1,3,5,8,3,0,5
25,9,40,1,0,5,13,0,1,5
20,10,40,1,15,5,13,0,0,5
23,9,35,1,0,5,13,3,1,5
57,15,60,1,4,0,14,0,1,5
51,11,40,1,6,0,14,0,1,5
39,13,40,1,5,5,14,0,1,5
40,9,40,1,0,0,7,0,1,5
38,10,40,4,15,0,7,0,1,5
28,15,40,4,4,5,14,0,1,5
57,14,40,1,2,3,14,0,0,5
47,10,40,1,15,4,9,0,1,5
59,9,40,4,0,5,9,0,1,5
26,9,40,1,0,5,11,2,1,5
35,13,40,1,5,5,9,0,0,5
61,13,50,5,5,0,7,0,1,18
17,7,30,2,3,5,4,0,0,5
36,13,60,1,5,0,7,4,1,35
34,10,50,1,15,5,14,0,1,5
42,9,40,1,0,6,11,0,0,5
39,10,40,1,15,0,5,0,1,5
58,3,40,1,10,4,13,3,1,5
40,6,55,1,11,5,5,3,1,5
31,13,37,1,5,5,10,0,1,5
36,9,50,1,0,5,11,0,1,5
23,10,40,1,15,5,13,0,1,5
33,9,41,1,0,5,5,0,1,5
52,9,40,1,0,0,5,0,1,5
22,9,24,1,0,5,8,0,0,5
51,10,40,1,15,4,11,0,0,22
31,11,40,6,6,5,7,0,0,5
49,9,40,5,0,4,7,0,0,5
49,9,40,1,0,0,13,3,0,5
53,10,40,6,15,2,9,3,0,5
20,6,40,1,11,5,3,0,1,5
26,12,40,1,8,5,8,3,1,5
61,9,6,2,0,0,4,0,1,5
43,14,30,1,2,5,8,0,0,0
46,13,52,5,5,0,11,0,1,5
43,11,35,7,6,5,9,0,0,5
41,9,40,1,0,4,11,3,0,5
44,9,55,8,0,0,2,0,1,5
54,9,40,1,0,0,12,0,1,5
32,13,40,1,5,4,7,0,0,30
25,10,40,1,15,6,9,0,1,5
23,13,50,1,5,5,11,0,1,5
25,13,45,7,5,5,14,0,1,5
19,10,50,1,15,5,3,0,1,5
37,9,60,8,0,0,7,0,1,5
45,10,45,1,15,5,13,0,1,5
37,9,44,1,0,5,11,3,1,5
19,10,40,2,15,5,4,0,1,5
17,7,5,1,3,5,8,0,1,5
27,13,40,1,5,5,10,0,0,5
19,9,40,6,0,5,9,3,0,5
43,6,40,1,11,5,13,3,1,5
42,6,40,1,11,5,2,0,1,5
54,14,50,8,2,0,11,0,1,5
50,9,60,1,0,0,2,0,1,5
40,9,40,1,0,5,9,0,0,5
55,12,25,1,8,0,10,0,1,5
50,9,40,1,0,4,9,0,0,5
31,9,50,1,0,0,5,0,1,5
42,9,32,2,0,4,4,3,0,5
24,9,45,1,0,0,8,0,1,5
30,7,40,1,3,4,11,0,1,5
39,12,50,7,8,0,5,0,0,5
37,9,50,1,0,4,2,0,1,5
33,9,40,1,0,0,2,0,1,5
48,9,40,1,0,2,8,0,0,5
43,9,78,5,0,0,8,4,1,24
39,13,40,1,5,0,14,0,1,5
53,10,45,1,15,0,7,0,1,5
52,6,60,8,11,0,7,0,1,5
28,10,20,4,15,0,9,4,1,5
32,9,52,1,0,5,8,0,1,5
31,13,90,1,5,0,11,3,1,5
31,13,40,1,5,0,14,0,0,5
47,10,40,1,15,5,9,0,0,5
19,10,50,2,15,5,4,0,1,5
40,11,40,1,6,0,3,3,1,5
40,12,45,1,8,5,9,0,0,5
41,7,40,1,3,4,8,0,1,5
53,9,40,6,0,0,9,3,1,5
46,7,43,1,3,4,13,1,1,18
19,9,40,1,0,5,13,0,1,5
49,11,40,1,6,0,13,0,0,31
59,9,40,1,0,4,7,0,0,5
32,11,50,1,6,4,11,0,1,5
35,10,40,4,15,5,1,3,1,5
58,6,40,5,11,0,2,0,0,5
28,13,43,1,5,5,8,0,1,23
36,12,40,6,8,0,9,0,0,5
41,14,35,8,2,4,14,0,0,5
47,9,40,1,0,0,11,0,1,5
61,9,16,2,0,0,4,0,1,5
36,9,50,1,0,0,7,0,1,5
38,11,40,1,6,4,5,0,1,5
50,11,45,1,6,0,2,0,1,5
44,9,66,8,0,0,7,0,1,5
51,10,45,1,15,0,7,0,1,5
44,10,50,5,15,0,7,0,1,5
25,9,50,1,0,4,5,0,1,5
60,7,40,1,3,2,2,3,1,5
49,14,50,5,2,0,7,0,1,5
46,9,60,1,0,0,5,3,1,5
56,9,38,1,0,2,9,3,0,5
22,10,40,1,15,5,2,0,1,5
76,9,2,2,0,2,4,3,0,5
41,15,60,5,4,0,14,0,1,5
46,6,40,1,11,5,13,3,1,5
30,10,40,1,15,5,5,0,1,5
39,9,40,1,0,0,2,0,1,5
40,6,40,1,11,4,5,1,1,5
70,9,40,6,0,0,9,3,1,5
49,14,75,1,2,4,7,0,0,5
24,11,60,1,6,5,1,0,1,5
61,15,5,1,4,0,2,0,1,5
25,13,40,1,5,5,14,4,1,5
28,13,40,7,5,5,14,0,0,5
69,14,11,4,2,0,14,0,1,5
22,10,36,1,15,5,3,0,0,5
47,9,38,1,0,0,9,0,1,5
38,9,48,1,0,4,8,0,0,5
26,11,40,1,6,5,9,0,0,5
17,7,24,1,3,5,9,4,0,5
33,10,35,8,15,5,8,0,1,5
43,9,40,8,0,3,5,0,1,5
58,11,40,1,6,0,5,0,1,5
26,9,25,1,0,5,5,0,1,5
43,13,40,7,5,0,14,3,1,5
25,9,25,1,0,5,8,0,0,5
57,9,40,6,0,4,9,0,0,5
37,14,60,1,2,4,7,0,1,5
32,10,48,1,15,0,11,0,1,5
26,9,41,1,0,4,7,0,0,5
45,9,40,1,0,0,9,0,1,5
27,9,40,1,0,5,3,1,1,5
28,7,50,5,3,0,5,0,1,5
32,7,43,1,3,4,11,0,1,5
36,10,55,8,15,0,7,0,1,5
19,10,40,1,15,5,9,0,1,5
37,13,80,5,5,0,7,0,1,5
20,10,45,1,15,5,8,0,1,5
60,14,40,2,2,0,4,0,1,5
32,12,42,1,8,0,5,0,1,5
58,9,40,4,0,0,7,0,1,5
42,9,50,1,0,0,11,0,1,5
20,10,14,1,15,5,9,3,0,5
42,10,40,4,15,0,9,3,1,5
25,10,40,1,15,3,14,3,1,5
37,13,35,5,5,0,14,0,1,5
66,11,50,8,6,0,14,0,1,5
59,13,40,5,5,0,7,0,1,19
44,13,40,1,5,4,8,4,1,38
46,9,58,1,0,0,9,0,1,5
17,5,9,7,7,5,8,3,1,5
47,13,40,7,5,0,1,0,1,5
47,5,40,4,7,4,8,0,0,5
30,10,40,1,15,4,7,0,0,5
20,10,40,1,15,5,12,0,0,5
20,10,15,1,15,5,3,3,1,5
33,9,40,1,0,4,8,0,1,5
48,9,40,1,0,0,13,0,1,5
37,9,12,1,0,4,7,0,0,5
47,9,40,1,0,0,5,3,1,5
40,6,40,1,11,0,13,0,1,5
48,14,40,1,2,4,7,0,0,5
49,6,42,1,11,0,2,3,1,5
50,10,40,1,15,4,8,0,0,5
30,12,40,1,8,5,14,0,0,5
34,10,40,1,15,0,7,0,1,5
43,9,40,1,0,0,13,0,1,5
22,6,40,1,11,0,13,0,0,5
35,9,40,1,0,6,8,3,1,5
26,9,30,4,0,4,9,0,0,5
39,9,40,7,0,6,1,0,1,5
59,10,40,7,15,0,5,0,1,5
69,3,40,2,10,4,4,0,1,5
27,13,40,1,5,0,5,0,1,5
17,6,30,1,11,5,11,0,1,5
38,13,40,1,5,0,9,0,1,5
27,6,40,1,11,5,13,0,0,5
23,9,40,1,0,5,9,0,0,5
17,6,24,1,11,5,3,0,1,5
56,4,40,1,1,4,13,0,0,5
24,10,40,1,15,5,9,0,0,5
44,8,40,1,9,4,2,3,1,5
23,13,30,1,5,5,9,0,1,5
41,9,50,8,0,5,11,0,1,35
25,9,65,1,0,5,2,0,1,5
21,10,8,1,15,5,8,3,0,5
18,8,6,1,9,5,3,0,1,5
45,10,40,1,15,0,5,0,1,5
51,4,40,1,1,0,1,0,1,5
42,9,40,6,0,6,8,3,0,5
47,10,35,1,15,5,8,3,0,26
29,10,40,1,15,0,12,0,1,5
33,7,40,1,3,5,8,3,1,5
43,13,40,7,5,0,5,0,1,5
20,10,16,2,15,5,4,0,1,5
19,13,40,2,5,5,4,3,0,17
24,10,30,1,15,5,8,0,1,5
19,10,40,1,15,5,3,0,1,5
52,11,40,1,6,0,9,0,1,5
38,9,52,8,0,5,12,0,1,5
24,10,50,4,15,5,10,0,1,5
32,13,50,7,5,5,14,0,1,5
72,9,8,2,0,2,4,0,0,5
26,9,50,1,0,0,11,0,1,5
31,13,40,1,5,5,11,4,1,35
29,13,50,1,5,0,11,0,1,5
48,9,50,8,0,0,12,0,1,5
40,10,45,1,15,0,5,0,1,5
51,10,45,1,15,4,7,0,1,1
28,9,40,8,0,4,5,0,1,5
22,9,20,1,0,5,7,0,0,5
23,13,40,1,5,5,9,0,0,5
65,10,16,1,15,0,1,0,1,5
26,13,40,7,5,0,14,0,1,5
38,13,10,8,5,0,8,0,1,5
33,9,60,1,0,5,14,0,1,5
33,9,60,7,0,0,9,0,0,5
37,13,40,1,5,5,11,3,0,5
19,7,60,1,3,5,13,0,1,5
24,13,50,1,5,5,11,0,1,5
30,7,45,1,3,0,5,0,1,5
57,9,50,4,0,4,7,0,0,5
22,10,20,4,15,5,14,0,0,5
57,9,40,1,0,0,13,3,1,5
46,9,40,4,0,0,10,0,1,5
67,9,35,1,0,0,9,0,1,5
35,9,40,2,0,5,4,3,0,5
47,9,40,1,0,6,5,0,1,5
39,6,40,1,11,0,5,0,1,5
50,10,40,1,15,4,8,4,1,41
58,8,52,8,9,4,11,0,0,5
36,12,30,1,8,0,14,0,0,5
45,14,36,1,2,0,14,0,1,19
54,9,40,1,0,0,13,0,1,5
26,13,30,1,5,5,9,0,1,5
60,9,40,1,0,0,14,0,1,5
26,10,35,1,15,0,7,0,0,5
32,7,40,1,3,5,5,0,1,5
38,9,40,7,0,0,2,0,1,5
48,10,70,8,15,0,11,0,1,5
37,9,40,1,0,5,8,4,0,41
44,10,40,1,15,0,7,0,1,5
31,9,35,1,0,5,8,2,0,5
61,15,35,8,4,0,14,0,1,5
51,9,40,1,0,0,5,0,1,5
36,12,21,2,8,0,4,3,0,12
67,9,24,7,0,4,8,0,0,5
40,12,40,4,8,0,9,0,1,5
27,3,35,1,10,5,12,0,1,23
37,2,40,1,14,0,13,0,1,23
57,10,50,1,15,0,7,0,1,5
27,6,40,1,11,4,8,0,0,5
34,13,60,5,5,0,14,0,1,5
52,9,38,1,0,4,8,3,0,5
42,13,45,1,5,0,14,0,1,5
55,15,10,8,4,0,14,0,0,5
71,9,20,5,0,0,9,0,0,5
33,10,40,1,15,0,13,3,1,5
30,9,40,1,0,0,11,0,1,5
35,13,55,1,5,0,7,0,1,5
59,6,40,1,11,4,9,3,0,5
19,10,20,1,15,5,3,0,1,5
36,5,30,8,7,0,5,0,1,5
26,9,40,8,0,5,11,0,1,5
34,9,40,7,0,0,1,0,1,5
41,9,40,1,0,0,5,3,1,5
26,9,40,2,0,6,4,0,0,5
47,9,48,1,0,0,5,0,1,5
18,10,16,1,15,5,11,0,1,5
55,6,18,8,11,0,5,0,1,5
44,13,40,1,5,0,7,0,1,5
43,13,40,1,5,5,14,0,1,5
62,4,40,1,1,0,1,0,1,40
44,9,40,1,0,0,3,3,1,5
39,9,40,2,0,4,4,0,0,5
50,10,60,5,15,0,11,0,1,5
35,7,45,1,3,5,11,0,1,5
52,9,40,1,0,0,9,0,1,5
46,15,60,1,4,0,14,0,1,5
43,10,50,1,15,5,7,0,1,5
20,10,20,1,15,5,11,0,1,5
47,12,40,1,8,0,9,0,0,22
43,14,50,1,2,4,7,0,1,5
64,9,40,2,0,0,4,0,1,35
24,10,40,1,15,5,5,0,1,5
27,10,50,6,15,0,5,0,1,5
32,9,40,1,0,0,2,0,1,5
37,9,12,1,0,4,8,0,0,5
26,9,60,1,0,0,13,0,1,5
50,9,40,1,0,0,13,0,0,5
20,9,80,8,0,5,2,0,1,5
43,9,45,1,0,5,8,3,0,5
53,5,36,1,7,4,8,0,0,30
44,16,40,1,12,0,14,0,1,5
25,9,40,1,0,5,8,0,0,5
19,9,50,1,0,5,11,0,1,5
44,10,50,1,15,0,11,0,1,5
49,9,43,1,0,0,7,0,0,5
35,10,40,1,15,0,3,0,1,5
44,9,45,1,0,4,5,0,1,5
54,14,60,1,2,0,14,0,1,5
37,10,35,1,15,4,9,3,0,5
18,10,15,1,15,5,8,0,0,5
24,10,40,1,15,0,3,0,1,5
29,9,50,1,0,4,5,0,0,5
22,10,35,2,15,4,4,0,0,5
35,9,40,1,0,5,13,0,1,5
56,9,48,1,0,0,5,0,1,5
32,4,40,2,1,2,4,0,0,5
24,13,45,1,5,5,13,4,1,38
73,9,15,1,0,2,11,0,0,5
47,10,40,6,15,0,5,0,1,35
49,8,39,1,9,0,13,0,1,5
38,13,40,1,5,0,11,0,1,5
31,9,40,1,0,0,13,3,1,5
39,10,40,1,15,4,9,1,0,5
42,13,40,1,5,4,9,0,0,5
41,14,45,1,2,0,14,4,1,38
35,13,45,1,5,0,11,0,1,5
38,9,45,1,0,0,2,0,1,5
31,9,40,1,0,4,9,0,0,5
51,9,70,7,0,0,1,0,1,5
38,13,48,1,5,4,11,0,1,5
40,10,42,7,15,0,7,0,1,5
21,9,30,1,0,5,8,0,0,5
44,10,40,1,15,4,5,0,1,5
55,9,40,1,0,0,5,0,1,5
29,9,45,1,0,4,11,0,1,5
49,14,50,1,2,0,14,0,0,5
31,11,42,1,6,0,8,0,1,5
46,10,40,1,15,5,7,3,1,5
26,9,40,1,0,5,11,3,1,5
35,13,38,1,5,5,8,0,1,5
27,11,50,1,6,5,11,0,1,5
26,13,40,1,5,5,5,0,1,5
45,13,45,1,5,4,8,0,1,35
57,9,72,7,0,0,2,0,1,5
30,13,40,1,5,0,9,0,1,5
45,7,32,1,3,0,8,0,0,5
50,4,30,1,1,4,5,0,0,5
38,13,40,1,5,5,9,0,0,5
43,10,60,8,15,0,5,0,1,5
42,10,55,1,15,2,7,0,0,5
32,13,40,1,5,5,14,0,1,5
20,9,40,1,0,5,9,0,0,5
27,9,35,1,0,5,8,0,0,5
45,7,40,1,3,2,9,0,0,5
40,9,40,1,0,5,13,0,0,5
38,9,60,1,0,4,2,0,1,5
37,9,40,1,0,4,9,0,0,5
60,6,40,1,11,4,13,0,0,5
53,9,45,8,0,0,7,3,1,5
25,13,40,1,5,0,7,0,0,5
47,13,60,8,5,4,7,4,1,14
40,9,70,8,0,5,12,0,1,5
51,9,40,2,0,0,4,0,1,5
19,10,10,1,15,5,8,0,0,5
42,10,50,1,15,0,14,0,0,5
65,9,40,2,0,0,4,0,1,5
41,13,40,1,5,4,9,0,0,5
28,6,45,1,11,5,13,3,1,5
24,9,40,1,0,5,3,3,1,5
32,7,40,1,3,0,13,0,1,5
29,9,40,1,0,3,1,0,1,5
17,6,20,2,11,5,4,0,0,5
49,9,40,1,0,0,8,3,0,5
31,6,40,1,11,0,13,0,1,5
23,7,40,1,3,0,13,0,1,5
17,6,30,2,11,5,4,0,1,5
37,9,40,1,0,0,7,0,1,5
29,6,40,1,11,5,8,0,1,5
39,13,50,1,5,0,7,0,1,5
35,14,35,7,2,0,14,0,0,5
40,12,40,1,8,4,9,0,0,5
66,3,40,1,10,3,3,0,0,39
30,5,40,6,7,0,10,0,1,5
43,12,40,1,8,4,5,0,1,5
47,5,50,1,7,5,8,0,0,5
45,14,40,1,2,5,9,4,0,41
31,10,40,1,15,0,13,3,1,37
32,13,40,1,5,5,9,0,1,5
28,12,40,1,8,0,3,3,1,5
50,9,40,6,0,0,9,0,1,5
63,4,40,1,1,4,11,0,0,5
28,13,40,1,5,0,9,0,1,5
38,10,40,1,15,2,9,3,0,5
52,9,38,1,0,4,8,0,0,5
38,15,40,5,4,0,14,4,1,5
50,14,38,4,2,5,14,0,1,5
59,7,40,1,3,0,13,0,1,5
32,9,49,1,0,0,11,0,1,5
52,9,38,5,0,4,7,0,1,5
57,9,60,1,0,0,7,0,1,5
51,13,56,1,5,0,2,0,1,5
22,7,35,1,3,2,11,3,0,5
49,9,40,1,0,0,11,0,1,5
22,9,40,1,0,5,3,3,1,5
48,9,40,1,0,4,5,0,0,5
52,9,40,1,0,0,5,0,1,35
43,13,50,4,5,0,9,0,1,5
25,4,40,1,1,0,3,0,1,23
31,4,40,1,1,5,5,0,1,5
19,10,36,1,15,5,11,0,1,5
19,10,45,2,15,5,4,0,1,5
51,9,84,1,0,0,2,0,1,5
51,13,40,1,5,4,7,0,1,5
37,9,35,7,0,4,9,3,0,5
19,10,30,1,15,5,11,0,0,5
45,9,55,1,0,4,2,0,0,5
21,10,10,4,15,5,8,0,1,5
52,9,40,1,0,2,11,0,0,5
46,10,24,7,15,0,14,0,1,5
42,14,38,4,2,4,14,0,0,5
56,9,40,1,0,5,5,0,1,5
23,9,40,1,0,5,9,0,0,5
58,14,40,1,2,0,11,0,1,5
70,9,30,1,0,0,12,0,1,5
30,10,40,1,15,4,9,0,1,5
45,13,40,1,5,0,9,4,1,41
23,10,44,1,15,5,5,0,1,5
38,13,40,1,5,0,5,0,0,5
24,11,40,1,6,0,5,0,1,5
53,4,40,1,1,5,2,1,1,5
21,10,40,2,15,5,4,0,0,5
21,10,40,1,15,5,8,0,0,39
34,13,40,1,5,5,14,0,0,5
21,9,40,1,0,0,3,0,1,5
63,14,30,2,2,0,4,0,1,5
